country,sector,emissions_mt,output,va_coeff,profit_coeff,wage_coeff,tax_coeff,standard_vabr_mt,profits_vabr_mt,change_mt,change_pct
BG,"Mining of lead, zinc and tin ores and concentrates",0.00282916908231087,6.26951589811,0.5411933555777338,0.3133981713663606,0.162211139445165,0.0,0.0015311275091525974,0.0008866564168824711,-0.0006444710922701263,-42.09127511704162
BG,Mining of other non-ferrous metal ores and concentrates,0.0005581198767070052,2.25790444864,0.08716609824139776,-6.393578380119347e-07,0.08218878911730598,0.0,4.864913200351963e-05,-3.568383177228784e-10,-4.8649488841837345e-05,-100.00073349369872
BG,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.005996096002225915,16.8290736948,0.04555987768297125,8.290573704488023e-05,0.0005303336477993281,0.04635940483076432,0.00027318140043676556,4.971107584563993e-07,-0.0002726842896783092,-99.81802906139964
BG,Petroleum Refinery,1.4471284862269762,3729.75932281,0.04051350378671004,0.008543779122453398,0.01053338743862196,0.020327105985214304,0.058628245406612566,0.012363946148133628,-0.04626429925847894,-78.91128062526136
BG,Production of electricity by coal,19.010039893478158,699.089609699,0.05610959036282772,0.007773789621175905,0.04026560253537447,0.0067639118117145776,1.0666455512040725,0.14778005082206042,-0.9188655003820122,-86.14534597221726
BG,Production of electricity by petroleum and other oil derivatives,0.04818424813106642,24.4773807262,0.029133035458166263,-0.00050755898057352,0.028497298830563633,0.0,0.0014037534093274396,-2.4456347861105614e-05,-0.001428209757188545,-101.74221111048436
CY,Mining of copper ores and concentrates,0.012668635379352448,25.5567713365,0.07110878817368098,-7.939163939273524e-05,0.011022141558111915,0.0,0.0009008513096399739,-1.0057837316355971e-06,-0.0009018570933716094,-100.11164814002854
CY,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0007025472766034455,1.3815358583,0.9820645560720936,0.00014161359717057445,0.00020705303651060507,0.9815163260898475,0.0006899467793172212,9.949024702220447e-08,-0.0006898472890701989,-99.98558001138571
CY,Petroleum Refinery,9.175647493499595e-05,7.43912820038,0.2667739098871351,-0.004480498185875787,0.08108709682450249,0.00026170118924964263,2.4478233575869782e-05,-4.111147194886065e-07,-2.4889348295358393e-05,-101.67951138391733
CY,Production of electricity by petroleum and other oil derivatives,3.7021650978251053,561.655124614,0.1716438052578164,0.013138275452950553,0.08560823391796663,0.0,0.6354537050833772,0.048640064827525864,-0.5868136402558514,-92.34561629927961
CZ,Mining of coal and lignite; extraction of peat (10),3.4152419232790057,3520.14129706,1.1361364516360583e-13,0.029967620906326913,0.14099577067117378,0.0,3.8801808401929164e-13,0.10234667526022005,0.10234667525983204,26376779710799.13
CZ,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1.2188072036491875,1369.58869557,0.08412161227368241,0.01488786768440281,0.005236981712186899,0.0,0.10252802702174803,0.018145440380726092,-0.08438258664102193,-82.30197058519704
CZ,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.14964126146161968,755.553892724,0.10792816143141384,0.019102720266405075,0.00666620626005943,0.0,0.0161505062238301,0.0028585551580133034,-0.013291951065816793,-82.30052285422794
CZ,Mining of uranium and thorium ores (12),0.029709761786534155,3.08295230242,0.0,-0.00011860240523214783,0.0005981023761722139,0.0,0.0,-3.5236492067571043e-06,-3.5236492067571043e-06,0.0
CZ,Mining of iron ores,6.017280484244443e-07,2.35612197917,0.8840358334761219,0.0029048904231991665,0.0030259183089003366,0.0,5.319491568148639e-07,1.7479540452384926e-09,-5.302012027696253e-07,-99.67140580582839
CZ,Mining of nickel ores and concentrates,0.0006783265046004151,3.16849748027,0.9883336780133777,9.928028650324012e-05,9.194123171399079e-05,0.988099326013418,0.0006704129291856866,6.734444971947063e-08,-0.0006703455847359671,-99.98995478058556
CZ,Mining of aluminium ores and concentrates,0.0022550337945220953,10.982507479,0.986012149565791,4.339511564078581e-05,7.78430009263279e-05,0.9858675308442282,0.002223490719080233,9.785745228716635e-08,-0.0022233928616279463,-99.99559892688342
CZ,"Mining of lead, zinc and tin ores and concentrates",1.8525832532208645e-05,0.194887388399,0.964426537087179,9.327341865695233e-05,6.164511138623603e-05,0.9642093621229121,1.7866804515694987e-05,1.7279677337452844e-09,-1.7865076547961243e-05,-99.99032861342258
CZ,Mining of other non-ferrous metal ores and concentrates,0.028972912318510253,0.985199578848,0.373626212812122,-1.5241285193968475e-05,0.1556837782920875,0.0,0.010825039503702663,-4.4158441954625716e-07,-0.010825481088122209,-100.00407928691064
CZ,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.004685529532223773,20.7772971135,0.3695052470962924,0.034499991215423784,0.0760322091762583,0.0,0.0017313277475813204,0.00016165072770132885,-0.0015696770198799915,-90.66319315177867
CZ,Petroleum Refinery,0.8928131144008628,62.7717583004,0.01236037024974535,9.787589795315403e-05,0.0021929030496818636,0.01016976716533894,0.011035500657822914,8.738488527633648e-05,-0.01094811577254658,-99.20814752328985
CZ,Production of electricity by coal,40.010111550703485,3170.45996561,0.2204934611426166,-0.000423510774475797,0.08134149020308215,0.0,8.821967976516794,-0.016944713329701468,-8.838912689846497,-100.19207407434267
CZ,Production of electricity by petroleum and other oil derivatives,0.02150504655133558,11.7497963947,0.0002159873384012239,-2.9511361299708155e-06,3.9435387214859106e-05,0.0,4.644817766817391e-06,-6.346431985435071e-08,-4.708282086671742e-06,-101.36634682005696
DE,Mining of coal and lignite; extraction of peat (10),5.5241928692930955,3245.31981303,0.0,-0.0943085391702105,0.9808442492837222,0.0,0.0,-0.5209785595975254,-0.5209785595975254,0.0
DE,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",2.3924425587925886,832.208362474,0.1304651263265155,0.07288533459178623,0.0017726968516001789,0.0025572037502645108,0.31213032066180707,0.17437397638922703,-0.13775634427258004,-44.13423982024448
DE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",4.075973576108533,4523.82864025,0.9348949411610635,0.012243486237763225,0.00029587663958096586,0.0011864290486793046,3.810607076610036,0.049904126384571375,-3.7607029502254647,-98.69038908023636
DE,Mining of uranium and thorium ores (12),0.011991885684270178,103.068202761,0.9156124497214334,0.004474699553861953,0.003390754786352396,0.0,0.010979919828154005,5.366008552136731e-05,-0.010926259742632637,-99.51128891320522
DE,Mining of iron ores,0.004336972508488864,124.786557936,0.334652843784858,0.002192593344367476,4.4579338957262345e-05,0.001112774330454868,0.0014513801833825476,9.5092170568174e-06,-0.00144187096632573,-99.34481556481944
DE,"Mining of lead, zinc and tin ores and concentrates",0.03937520581177273,6.12746848816,0.004745586983920321,0.00027246178959646183,3.1287991510792725e-06,0.0,0.0001868584641895324,1.0728239041204602e-05,-0.0001761302251483278,-94.25862826833317
DE,Mining of other non-ferrous metal ores and concentrates,0.0028043134264818925,35.2752426729,0.03697047787830964,1.01706543102714e-06,0.0012681267342604628,0.0,0.00010367680749759551,2.852170243840002e-09,-0.00010367395532735166,-99.99724897948472
DE,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.4259347955206898,995.355048027,0.3217878171991948,0.05154374240648681,0.0028589178876910755,0.03182422833941437,0.13706062811978817,0.021954273382278067,-0.11510635473751009,-83.98207152305585
DE,Petroleum Refinery,23.348255274321005,54971.0074526,0.09535106792657093,0.03870971620276089,0.031103186008062358,0.006638206523041277,2.2262810746287,0.9038043354985812,-1.3224767391301189,-59.40295473924747
DE,Production of electricity by coal,140.8748179454212,10448.0955776,0.4889908935799983,0.03820863470888163,0.23434417164507088,1.6210534034079473e-05,68.8865031100511,5.382634458556801,-63.50386865149429,-92.18622775791412
DE,Production of electricity by petroleum and other oil derivatives,0.6616810276068689,351.974591225,0.09601706701799154,0.014941746447226092,0.04491031278089099,0.0,0.06353267157226224,0.009886670143441844,-0.05364600142882039,-84.43844733933986
DK,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1.5760027377258778,4079.14553766,0.6692672556338809,0.49201741528725174,0.12733989483323885,0.0,1.0547670271492813,0.7754207935015189,-0.27934623364776234,-26.484164413325605
DK,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.3346182899461947,1008.0363251,0.505941162013845,0.3712966801428215,0.09517793338973396,0.0,0.16929716644646345,0.12424266017209015,-0.045054506274373275,-26.612675935495233
DK,Mining of iron ores,4.392827699418957e-05,0.0935551382913,0.0005855449952179945,5.3485079612194e-08,3.0603054894786536e-07,0.0005851640633392226,2.572198274249747e-08,2.3495073922607393e-12,-2.571963323510521e-08,-99.99086576094938
DK,Mining of nickel ores and concentrates,0.008815146212026078,1.91072321589,0.0016960760631926956,2.3848683262622454e-07,1.4609995774383316e-06,0.001694284468910944,1.4951158483761194e-05,2.1022962992431605e-09,-1.4949056187461952e-05,-99.98593890699823
DK,Mining of aluminium ores and concentrates,1.98450189376864e-06,0.00240679252546,0.01809439542808236,1.1148831945442218e-06,1.3229592827323735e-05,0.018079708555677573,3.590836199362806e-08,2.2124878109038386e-12,-3.5906149505817155e-08,-99.99383851646785
DK,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0010697194666723256,3.93131885688,0.4030092061250986,6.0585740839659974e-05,0.0014773412742095167,0.40135423881191495,0.0004311067930401778,6.48097463789488e-08,-0.0004310419832937989,-99.98496666083085
DK,Petroleum Refinery,1.318210806932128,4825.56931827,0.09823318464206489,-0.10023988049961637,0.01964902734960459,0.0039110532807279455,0.1294920455945291,-0.13213729376017938,-0.26162933935470845,-202.0427881523574
DK,Production of electricity by coal,3.1771031087635024,145.215473898,0.3837799261712745,0.08755346064587065,0.07970718043433947,1.1672475491631096e-05,1.2193083965197837,0.2781663720009986,-0.9411420245187849,-77.18654502872644
DK,Production of electricity by petroleum and other oil derivatives,0.03610121246689302,10.8345888416,0.0006071927496779204,0.00019213991058312978,0.00010564319992881896,0.0,2.192039446447959e-05,6.936483735331395e-06,-1.4983910729148199e-05,-68.35602686543136
EE,Mining of coal and lignite; extraction of peat (10),0.08167785181284662,7.01508640554,3.6672623138302855e-24,3.6672623138302855e-24,0.0,0.0,2.9953410782786705e-25,2.9953410782786705e-25,0.0,0.0
EE,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.06413393061405649,1310.72678013,0.849002690690656,0.06735146598205945,0.07446326476498008,0.6801940600165161,0.0544498796559018,0.0043195142460483865,-0.05013036540985342,-92.06699027923342
EE,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0027143613471873563,36.6418875213,1.9262892972827899e-07,4.345319468038995e-08,1.2926814917262624e-07,0.0,5.2286452120451e-10,1.1794767205225772e-10,-4.049168491522522e-10,-77.4420203955425
EE,Petroleum Refinery,0.005071073799292898,335.479274697,0.30369904386037205,0.11920356914273969,0.10004479572120685,0.008286112800770457,0.0015400802641906373,0.0006044900962619466,-0.0009355901679286908,-60.7494420701751
EE,Production of electricity by petroleum and other oil derivatives,3.0126022796340615,647.032145235,0.31291040957905736,0.13463828201187747,0.0952293947853566,0.0,0.942674613219096,0.4056115953149957,-0.5370630179041004,-56.9722585474227
ES,Mining of coal and lignite; extraction of peat (10),0.046779342316715954,68.9920397611,0.8433408613525187,1.127531902524804e-07,1.959208577988199e-07,0.8433400669812625,0.039450930842883564,5.274520084122581e-09,-0.039450925568363486,-99.99998663017584
ES,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1.9703548912432967,152.009724618,0.8475596542693478,0.0002737645883312931,0.0002625328460418407,0.0,1.6699933104100868,0.000539413395667771,-1.669453897014419,-99.96769966727979
ES,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.5988109309317864,98.6079632846,0.749464128964332,0.0003681550521657472,0.0003420026555756561,0.0,0.4487873127651121,0.00022045526951461146,-0.4485668574955975,-99.95087756198893
ES,Mining of uranium and thorium ores (12),0.024937769935052083,4.41665860802,0.027017700381838105,-5.9101985695023405e-06,0.0003908857471126921,0.0,0.0006737611962964475,-1.4738717219672328e-07,-0.0006739085834686441,-100.02187528355846
ES,Mining of copper ores and concentrates,0.7336307273276713,2498.40378781,0.18130194883576498,0.16771404462898842,0.026192234388569754,0.0,0.13300868059030652,0.12304017654423031,-0.009968504046076207,-7.494626667849746
ES,Mining of nickel ores and concentrates,0.6378914033508748,1887.99352935,0.0,1.823064292966614,0.3146119044369277,0.0,0.0,1.1629170402393438,1.1629170402393438,0.0
ES,Mining of precious metal ores and concentrates,0.040423634123346916,321.354447664,0.4575951657336387,0.1733539718026462,0.17644213519532348,0.0,0.018497659556228903,0.007007597529979167,-0.011490062026249734,-62.116301747918
ES,"Mining of lead, zinc and tin ores and concentrates",2.667226755830332e-05,596.140663233,0.9935532769382122,0.00027006179905911834,8.131215483691012e-05,0.0,2.6500318835925032e-05,7.2031605617815524e-09,-2.649311567536325e-05,-99.97281858906535
ES,Mining of other non-ferrous metal ores and concentrates,0.014900396128409679,20.0685947329,2.0429091522858884e-13,0.20257439584024797,0.07046096427349417,0.0,3.0440155623413353e-15,0.0030184387434929604,0.003018438743489917,99159767145482.47
ES,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.030336313694463875,1169.42669782,0.9612928816547742,0.00018137087992380242,0.0002952831443899111,0.0,0.029162082410134366,5.502123908409411e-06,-0.02915658028622596,-99.98113260969835
ES,Petroleum Refinery,28.645189986962624,37524.1702926,0.10624710717861838,0.052508399099195066,0.018451009375952475,0.006046117217353671,3.043468570696704,1.5041130681076997,-1.5393555025890042,-50.578984695630304
ES,Production of electricity by coal,11.562410683421769,725.539100148,0.0010999412872845981,0.00017270314047091318,0.0003442130850034912,0.0,0.01271797289123613,0.0019968646364413767,-0.010721108254794753,-84.29887645210029
ES,Production of electricity by petroleum and other oil derivatives,9.921998699406888,709.518594817,1.6327926651424143e-09,4.5806430674001683e-10,2.9180806011497256e-10,0.0,1.6200566699944142e-08,4.544913455719165e-09,-1.1655653244224977e-08,-71.94596004018283
FI,Mining of coal and lignite; extraction of peat (10),0.044682514072816516,165.342980723,0.310275213712944,0.22927532795969888,0.005132852013753157,0.0,0.013863876603174771,0.010244598068108866,-0.0036192785350659036,-26.10581901917033
FI,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",2.685503299944043,6.49391414596,0.22320782243366577,0.14603905378207038,0.03737564683134864,0.013333394766755104,0.5994253437189334,0.3921883608524556,-0.20723698286647782,-34.57260942300929
FI,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.00013939955180811337,84.5317934487,0.06665241399430273,0.04312936280397903,0.0006792603532951902,0.0,9.291316637734625e-06,6.012213844644193e-06,-3.2791027930904326e-06,-35.29212189124071
FI,Mining of copper ores and concentrates,0.0007266242797881634,36.9361792127,0.44394726379501026,-0.25098800554856665,0.006860279567388887,0.048244572168344206,0.00032258286081897504,-0.00018237397876719479,-0.0005049568395861699,-156.535545101244
FI,Mining of nickel ores and concentrates,0.3521629929877857,1304.6856494,0.3569396380337776,-0.12157078684658058,0.20876947086293288,0.0,0.125700931245952,-0.04281273215577195,-0.16851366340172394,-134.0592004620894
FI,Mining of precious metal ores and concentrates,0.03423202688611309,755.608749181,0.6150147488241067,-2.651897109214132,0.028027112453375115,0.022984395788990294,0.02105320141710291,-0.09077981314182375,-0.11183301455892665,-531.1924412031574
FI,"Mining of lead, zinc and tin ores and concentrates",0.002840776828814911,37.3958154886,0.3822277706298551,-3.3726283413032663,0.032217608316638544,0.0,0.001085823794134873,-0.009580884444178785,-0.01066670823831366,-982.3608854337484
FI,Mining of other non-ferrous metal ores and concentrates,0.006090316020371477,79.2534658664,0.4435686092568087,-2.782577278699108,0.026982333577005194,0.0,0.0027014730070906378,-0.016946774978382848,-0.01964824798547348,-727.3160951044906
FI,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.011814040717421249,49.7390514996,0.08971470511156486,0.019992794920868105,0.025716310116715567,0.03163762239741655,0.0010598931791394675,0.00023619569325018854,-0.0008236974858892791,-77.71514168607473
FI,Petroleum Refinery,6.230509831244004,9847.39859388,0.12837956853901322,0.025800846933311018,0.022549826970546815,0.06267622924866458,0.7998701639131853,0.16075243047241602,-0.6391177334407694,-79.90268449494718
FI,Production of electricity by coal,2.934996343012121,264.902612714,0.1810404979022305,0.0769573054947925,0.06316220837264595,7.654891054394012e-05,0.5313531992801401,0.22586941019528262,-0.3054837890848575,-57.49166270170518
FI,Production of electricity by petroleum and other oil derivatives,0.12242149572694389,22.4846093339,0.17350891976342667,0.10182321781006853,0.042938215217539696,0.0,0.021241221479404986,0.012465350624038982,-0.008775870855366005,-41.31528341660998
FR,Mining of coal and lignite; extraction of peat (10),0.00018405285698379944,0.373430233849,0.9996343726525568,2.0857859568059336e-05,4.699391752866503e-05,0.9995451959252216,0.0001839855622259111,3.8389486440681975e-09,-0.00018398172327726707,-99.99791345114387
FR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",5.803217664385734,386.788548605,0.19509998135173204,0.12991822860406785,0.039431063054157965,0.0,1.1322076581016987,0.7539437591608306,-0.3782638989408682,-33.40941003482343
FR,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.8629268273880933,152.866020194,0.0036946969005099946,0.002521934769131457,0.0007431016998355048,0.0,0.0031882530745177113,0.002176245169206332,-0.0010120079053113798,-31.741768349567636
FR,Mining of uranium and thorium ores (12),0.00017457274935853915,0.846787425905,0.535034543693175,0.14094173854016281,0.22420446965245727,0.0,9.340245129430901e-05,2.46045867963286e-05,-6.879786449798042e-05,-73.65745068210244
FR,Mining of aluminium ores and concentrates,0.0016358994618173102,1.63448881175,0.02320976882716187,-0.05735577713427563,0.0805655459614375,0.0,3.796884833325828e-05,-9.382828494607509e-05,-0.00013179713327933336,-347.11912282018704
FR,Mining of other non-ferrous metal ores and concentrates,4.0013156258646585e-08,77.5728149877,0.9999979986924127,2.4994106089838657e-06,2.314896749741172e-06,0.9999920408096561,4.0013076180013374e-08,1.0000930725179044e-13,-4.001297617070611e-08,-99.99975005843889
FR,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0798629283769434,345.533240426,0.1731817081789717,0.032001887157852585,0.0891543207330509,0.0,0.013830798356493932,0.0025557644220146063,-0.011275033934479322,-81.52120827634938
FR,Petroleum Refinery,6.2693119591034545,37575.1304724,0.062282979511222455,0.011882370338672635,0.01651858628376322,0.019525064766891278,0.3904714282983024,0.07449428646673652,-0.3159771418315659,-80.92196225690903
FR,Production of electricity by coal,3.3505063463365676,620.615574043,0.00028486072432647,9.63020758830635e-06,7.285938913115971e-05,0.00016017349612839805,0.0009544276646778693,3.2266071641158994e-05,-0.0009221615930367104,-96.61932770441548
FR,Production of electricity by petroleum and other oil derivatives,3.6820263576542667,548.960329401,1.744751163949745e-05,3.356946528724236e-06,6.027032913173331e-06,0.0,6.424219773210922e-05,1.2360365599998631e-05,-5.188183213211058e-05,-80.75974042553538
GR,Mining of coal and lignite; extraction of peat (10),0.7541746025878587,63.1527492109,0.15353529762114407,-0.0076525651990077895,0.09766583149889922,0.0,0.11579242206663493,-0.005771370317739377,-0.1215637923843743,-104.98423835924093
GR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",2.505933493045502,636.426743077,0.0362877321050276,0.0001250670446068446,0.021614106264270724,0.0025467997801184423,0.09093464326865121,0.0003134096959565077,-0.0906212335726947,-99.65534620834153
GR,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.520725063032267,1062.9240572,0.0008956943791656426,9.882264209420887e-07,0.0001928383677975522,0.0005937844139567189,0.0004664105120486764,5.145942653352207e-07,-0.00046589591778334127,-99.8896692394271
GR,Mining of iron ores,0.04921959910058306,27.0127752564,0.09402390375602176,-0.0020208451991161696,0.04439818376125391,0.028173852256542477,0.004627818848743197,-9.946519054483581e-05,-0.004727284039288033,-102.14928876422742
GR,Mining of nickel ores and concentrates,0.19062964804415183,832.681078471,0.5780849297449654,-0.00635832510095207,0.22081902045094176,0.0,0.110200126696911,-0.0012120852761447892,-0.11141221197305577,-101.09989463031965
GR,Mining of aluminium ores and concentrates,0.06428964677762435,45.2663562723,0.049713723717264825,-0.0005279928965262309,0.02003727429253528,0.0,0.0031960777377833616,-3.3944476818766144e-05,-0.0032300222146021277,-101.06206668309352
GR,Mining of precious metal ores and concentrates,9.400024117046415e-06,151.013263231,0.8722358684883427,0.0,0.2924943877127124,0.11670440653839313,8.199038199543347e-06,0.0,-8.199038199543347e-06,-100.0
GR,"Mining of lead, zinc and tin ores and concentrates",0.00798751718285957,17.8758240382,0.04600811055478506,-0.0005534720352285505,0.015945158740721263,0.0,0.00036749057360724844,-4.4208673916203045e-06,-0.0003719114409988687,-101.20298797006562
GR,Mining of other non-ferrous metal ores and concentrates,0.00029044636180466867,0.52825959074,6.55642563970537e-09,3.729837032565601e-08,2.107965231099554e-08,0.0,1.9042899734952718e-12,1.0833175962330004e-11,8.92888598883473e-12,468.88268662392863
GR,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.21502304228431865,54.3357284271,0.04236766037510112,-0.0009890068919863402,0.0059142448025455005,0.02502651232704891,0.00911002322832302,-0.0002126592707550614,-0.00932268249907808,-102.33434389161495
GR,Petroleum Refinery,6.070051535827029,13939.5177327,0.06432166572711347,0.03782399510502113,0.02075222439877545,0.0,0.39043582583381786,0.22959359957834755,-0.16084222625547037,-41.19556034899574
GR,Production of electricity by coal,12.990216409694824,1370.39302205,0.34996085844108443,0.06711740088059506,0.23179597129115434,0.00024846246894971193,4.546067286072263,0.8718695622951719,-3.67419772377709,-80.82145495368471
GR,Production of electricity by petroleum and other oil derivatives,3.875869306233679,693.213387019,5.289598221050364e-07,1.702644858541443e-07,2.5596924531469926e-07,0.0,2.050179138727738e-06,6.599228946637364e-07,-1.3902562440640013e-06,-67.81145207275598
HR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.6261015532788852,974.446941474,0.12539407751139237,0.02279028972896884,0.07316338652589659,0.0,0.07850942670185569,0.014269035798983214,-0.06424039090287248,-81.82506687614631
HR,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.22193887896350453,735.921771398,0.07287753970958108,0.013210337280322537,0.04208735508496355,0.0,0.01617435946476271,0.002931887446724575,-0.013242472018038135,-81.87323922711155
