country,sector,emissions,em_intensity,va_coeff,profit_coeff,profit_minus_va,standard_vabr,profits_vabr,change
BG,Steam and hot water supply,1709033.9364392343,7561.162604127028,0.0008111010406464593,3.7595375754907964e-05,-0.0007735056648915514,1386.1992043459777,64.25177301832251,-1321.9474313276553
CY,Quarrying of sand and clay,111565.21467880486,5433.260370793084,0.05647075229770789,-0.0009215117762067212,-0.057392264073914616,6300.171603167393,-102.80865914154963,-6402.980262308944
CY,"Plastics, basic",481.4892709926904,870.2750326230479,0.15995662907586977,-0.002385703056116699,-0.16234233213198648,77.01740072418872,-1.148690425294663,-78.16609114948339
CZ,Cultivation of plant-based fibers,823.8480853901141,2568.3364352800622,0.01949176749227285,0.008537231634231524,-0.010954535858041327,16.058255329378255,7.033381936393556,-9.024873392984698
CZ,Cultivation of crops nec,157749.48333840008,830.792107412309,0.11458176111549798,0.007647678055527714,-0.10693408305997026,18075.213615973786,1206.417261997917,-16868.79635397587
CZ,Cattle farming,2392693.5906515354,3935.609328547864,0.09391979702175302,-2.908503969937201e-16,-0.0939197970217533,224721.2963692416,-6.959158807253286e-10,-224721.2963692423
CZ,Mining of coal and lignite; extraction of peat (10),3415241.9232790056,970.2002377380119,1.1361364516360583e-13,0.029967620906326913,0.0299676209062133,3.8801808401929164e-07,102346.67526022006,102346.67525983205
CZ,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1218807.2036491875,889.9074646216616,0.08412161227368241,0.01488786768440281,-0.0692337445892796,102528.02702174803,18145.440380726093,-84382.58664102193
CZ,Mining of uranium and thorium ores (12),29709.761786534156,9636.78930848626,0.0,-0.00011860240523214783,-0.00011860240523214783,0.0,-3.523649206757104,-3.523649206757104
CZ,Manufacture of coke oven products,872677.6712582426,60233.79476882668,0.00011765110638881264,1.8769303573261466e-11,-0.00011765108761950906,102.67149354434476,1.6379552133452826e-05,-102.67147716479262
CZ,Petroleum Refinery,892813.1144008627,14223.165617382005,0.01236037024974535,9.787589795315403e-05,-0.012262494351792197,11035.500657822915,87.38488527633648,-10948.11577254658
CZ,Re-processing of secondary steel into new steel,91050.64723550857,592.8585206140966,0.15272828992923593,-0.0010844075303043672,-0.1538126974595403,13906.009649229336,-98.736007501272,-14004.745656730609
CZ,Production of electricity by gas,3228457.156113322,4569.8771722669035,0.13631820630668798,-0.0006285804861733407,-0.13694678679286132,440097.488659359,-2029.345168779513,-442126.8338281385
CZ,Production of electricity by petroleum and other oil derivatives,21505.04655133558,1830.2484425207485,0.0002159873384012239,-2.9511361299708155e-06,-0.00021893847453119473,4.644817766817392,-0.06346431985435072,-4.708282086671742
CZ,Manufacture of gas; distribution of gaseous fuels through mains,1750229.4207022027,2383.808934317484,0.12976993443392562,-0.00027118337983809217,-0.1300411178137637,227127.15716885246,-474.63312979808944,-227601.79029865054
CZ,Steam and hot water supply,2828272.5263392245,2463.7827508775836,0.0002880075088085624,-2.9819990064547406e-06,-0.00029098950781501716,814.5637245426592,-8.433905863526807,-822.9976304061861
DE,Cultivation of crops nec,2053646.9012296752,978.780324099104,0.01979406385207302,0.0049439875568292315,-0.014850076295243788,40650.01789255209,10153.204725800424,-30496.81316675166
DE,Cattle farming,11266194.916393777,2714.599117549029,9.637931634311288e-13,-0.5466844084373303,-0.5466844084382941,1.085828163830286e-05,-6159053.103208391,-6159053.103219248
DE,Mining of coal and lignite; extraction of peat (10),5524192.869293096,1702.2029222246113,0.0,-0.0943085391702105,-0.0943085391702105,0.0,-520978.5595975254,-520978.5595975254
DE,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",2392442.5587925888,2874.8119661767205,0.1304651263265155,0.07288533459178623,-0.05757979173472927,312130.3206618071,174373.97638922703,-137756.34427258006
DE,"Mining of lead, zinc and tin ores and concentrates",39375.20581177273,6426.015227635483,0.004745586983920321,0.00027246178959646183,-0.004473125194323859,186.8584641895324,10.728239041204603,-176.1302251483278
DE,Manufacture of coke oven products,5785946.280619447,11021.544969756153,0.0008957586545348813,0.00011411107917846029,-0.000781647575356421,5182.811455538777,660.2405741500835,-4522.570881388693
DE,Casting of metals,9608452.742847001,606.6573218134437,0.10892410872841289,0.00142736765004928,-0.10749674107836361,1046592.1512736839,13714.794612167083,-1032877.3566615168
DE,"Manufacture of radio, television and communication equipment and apparatus (32)",1752955.7955106928,1739.6737880902524,0.08275678332181648,0.036975211042215204,-0.04578157227960127,145068.98294180084,64815.91048668211,-80253.07245511873
DE,Production of electricity by petroleum and other oil derivatives,661681.0276068689,1879.9113461684194,0.09601706701799154,0.014941746447226092,-0.08107532057076544,63532.67157226224,9886.670143441843,-53646.00142882039
DE,Steam and hot water supply,35871513.690511666,8772.308272577824,0.01371543046431773,0.0028137234620646693,-0.010901707002253062,491993.25167203427,100932.51969076667,-391060.7319812676
DE,Landfill of waste: Textiles,206538.43822059504,43993.88181556974,0.05537812180478782,0.01557399765040352,-0.0398041241543843,11437.710789150757,3216.62915156556,-8221.081637585197
DK,Cultivation of crops nec,108003.23683866947,20858.724889757043,1.1008475645924706e-05,3.730686033211235e-06,-7.277789612713471e-06,1.188951002419531,0.40292616721562935,-0.7860248352039017
DK,Cattle farming,1510586.2969791961,5440.8319045167045,2.08921775818119e-12,0.05329482388095126,0.053294823878862044,3.1559437169141013e-06,80506.43065448459,80506.43065132866
DK,Mining of nickel ores and concentrates,8815.146212026079,4613.512903761967,0.0016960760631926956,2.3848683262622454e-07,-0.0016958375763600694,14.951158483761194,0.0021022962992431607,-14.949056187461952
DK,Mining of aluminium ores and concentrates,1.9845018937686398,824.5421542471137,0.01809439542808236,1.1148831945442218e-06,-0.018093280544887815,0.03590836199362806,2.212487810903839e-06,-0.03590614950581716
DK,Quarrying of sand and clay,15163.187785234797,1520.2645227907426,1.2035523846007346e-15,0.0018349692369758206,0.0018349692369746171,1.824969081706807e-11,27.82398312039338,27.82398312037513
DK,Manufacture of electrical machinery and apparatus n.e.c. (31),473.34757060981616,5570.822227086675,1.2664321396155285e-06,2.712103184939458e-07,-9.952218211215828e-07,0.000599462576629202,0.00012837674538342372,-0.0004710858312457782
DK,Production of electricity by gas,344140.8666603396,3654.7886423427426,0.0002624267438198299,7.540598735813303e-05,-0.00018702075646169687,90.31176705300717,25.95028184080651,-64.36148521220066
DK,Production of electricity by petroleum and other oil derivatives,36101.21246689302,3332.0334527398422,0.0006071927496779204,0.00019213991058312978,-0.0004150528390947907,21.920394464479593,6.936483735331395,-14.9839107291482
DK,Steam and hot water supply,1691451.221542781,3757.429610594339,0.00014922849734777776,5.40236899748199e-06,-0.00014382612835029578,252.41272412789235,9.137843640015761,-243.2748804878766
DK,Landfill of waste: Wood,29454.930610204872,4181.289829779524,0.05885459785171093,0.013361277734607503,-0.04549332011710343,1733.5580958136582,393.5555085365393,-1340.002587277119
EE,Cattle farming,705775.5188135848,7234.972668518335,4.794231599097779e-07,-0.057187923659709594,-0.0571884030828695,0.33836512941657176,-40361.83649080322,-40362.17485593264
EE,Meat animals nec,50465.065725043365,3971.7270176724883,0.1245699510921334,0.16615445716127783,0.041584506069144433,6286.430769229949,8384.995601152788,2098.5648319228385
EE,Mining of coal and lignite; extraction of peat (10),81677.85181284662,11643.171172965662,3.6672623138302855e-24,3.6672623138302855e-24,0.0,2.9953410782786707e-19,2.9953410782786707e-19,0.0
EE,Manufacture of coke oven products,12620.121526621075,3712.110779382022,0.005075114468896227,0.002409259176722561,-0.002665855292173666,64.04856135898335,30.40514359936576,-33.6434177596176
EE,Steam and hot water supply,757669.2209384546,6509.4916383637155,0.0018055332719382029,5.689862600879048e-08,-0.0018054763733121942,1367.996987527877,0.04311033764054877,-1367.9538771902367
ES,Cattle farming,17453989.206322122,11263.372912233486,0.0,0.0303377582207263,0.0303377582207263,0.0,529514.9045285671,529514.9045285671
ES,Mining of uranium and thorium ores (12),24937.76993505208,5646.2978346953905,0.027017700381838105,-5.9101985695023405e-06,-0.027023610580407607,673.7611962964475,-0.1473871721967233,-673.9085834686441
ES,Mining of other non-ferrous metal ores and concentrates,14900.396128409679,742.4733184721852,2.0429091522858884e-13,0.20257439584024797,0.2025743958400437,3.0440155623413352e-09,3018.4387434929604,3018.4387434899168
ES,Manufacture of coke oven products,432231.62014308246,10633.37142966987,0.010507602563304571,0.0055988280918496175,-0.0049087744714549535,4541.718079756741,2419.990537042763,-2121.727542713978
ES,Petroleum Refinery,28645189.986962624,763.3797033644641,0.10624710717861838,0.052508399099195066,-0.05373870807942331,3043468.570696704,1504113.0681076997,-1539355.502589004
ES,Casting of metals,3056705.1758550517,964.4736327809994,0.08268968884358813,0.0030760381512430026,-0.07961365069234512,252757.99987803955,9402.54173803209,-243355.45814000745
ES,Production of electricity by coal,11562410.683421768,15936.302648696943,0.0010999412872845981,0.00017270314047091318,-0.000927238146813685,12717.97289123613,1996.864636441377,-10721.108254794754
ES,Production of electricity by petroleum and other oil derivatives,9921998.699406888,13984.127790147606,1.6327926651424143e-09,4.5806430674001683e-10,-1.1747283584023975e-09,0.01620056669994414,0.004544913455719165,-0.011655653244224977
ES,Production of electricity by biomass and waste,166510.566280919,2989.4251296857537,0.003216539256806416,0.0009682203110559246,-0.0022483189457504914,535.5877731156427,161.21891227860957,-374.36886083703314
ES,Transport via railways,4498816.740965333,1452.1165687554526,0.005329549626693645,0.07694450840163299,0.07161495877493934,23976.667082374912,346159.2425226142,322182.5754402393
ES,Sea and coastal water transport,5654460.034106491,2228.1811568364583,0.0719234443296049,0.15338784939295558,0.08146440506335068,406688.24147703405,867325.4641100129,460637.22263297887
ES,Inland water transport,80234.47984420514,2021.2507190193671,0.0,0.1136485139080282,0.1136485139080282,0.0,9118.529398477556,9118.529398477556
FI,Cultivation of cereal grains nec,1127313.0253458817,1824.1651628788068,4.0287835372197303e-13,0.6379468537375111,0.6379468537371082,4.541700157806857e-07,719165.7976967203,719165.7976962662
FI,Cultivation of oil seeds,135506.35378071634,914.5324764334947,0.0,0.295864119227125,0.295864119227125,0.0,40091.46801101084,40091.46801101084
FI,"Cultivation of sugar cane, sugar beet",40333.33808960802,910.9249461324007,0.0,0.13396089092725336,0.13396089092725336,0.0,5403.089904554014,5403.089904554014
FI,Cattle farming,1272910.3831759372,2960.919685585568,3.907538044868328e-13,-0.07593971121029816,-0.07593971121068892,4.973945749967896e-07,-96664.44689497065,-96664.44689546805
FI,Meat animals nec,315259.16653051483,3640.733697492072,7.040934701083365e-13,0.07485159547227554,0.07485159547157146,2.219719205459321e-07,23597.651602068847,23597.651601846876
FI,Raw milk,2776447.9948135996,1902.9893037298732,0.12830479508912485,0.44816257401529547,0.3198577789261706,356231.5910501705,1244300.0799752686,888068.4889250981
FI,Processed rice,34129.19859971122,39615.25249934667,0.07815717087648326,0.004302545138198301,-0.07385462573828495,2667.441606835063,146.8424175057918,-2520.599189329271
FI,Manufacture of coke oven products,338529.924872616,2119.4124738066384,0.04240373472398971,0.019904765923755414,-0.022498968800234293,14354.933130430574,6738.358912775928,-7616.574217654647
FI,Petroleum Refinery,6230509.831244004,632.7061682174789,0.12837956853901322,0.025800846933311018,-0.10257872160570221,799870.1639131854,160752.43047241602,-639117.7334407694
FI,Casting of metals,232350.069165575,656.4385345787575,0.05392962998949557,0.0007692183543513015,-0.05316041163514427,12530.553258133163,178.72793783695468,-12351.825320296208
FI,Steam and hot water supply,9558068.683578711,15554.78191457638,0.04494551212030122,0.028767159174550465,-0.016178352945750755,429592.2918644585,274958.4832217948,-154633.80864266367
FI,Sea and coastal water transport,2597653.142340715,1060.4772727347201,2.449277878865028e-13,0.08292435048204659,0.08292435048180166,6.362374378499341e-07,215408.69960625112,215408.69960561488
FI,Inland water transport,12152.02832949761,757.1776709751742,0.0,0.06197731267086661,0.06197731267086661,0.0,753.1500593625022,753.1500593625022
FR,"Cultivation of sugar cane, sugar beet",1250716.332302107,684.4993477645509,0.0,1.039308119500559,1.039308119500559,0.0,1299879.6393535389,1299879.6393535389
FR,Cultivation of crops nec,820985.3498522168,1331.2411207642765,0.14606677648560323,0.07281567665489655,-0.07325109983070668,119918.68359481852,59780.60377324614,-60138.079821572384
FR,Cattle farming,37076445.60897751,6244.945893477928,0.092958643250217,0.024502016843192646,-0.06845662640702435,3446576.0803510146,908447.694796883,-2538128.385554132
FR,Pigs farming,2607290.8711330476,733.204116615328,7.002756540885234e-13,0.22529203352390734,0.22529203352320706,1.825822320181731e-06,587401.8623458841,587401.8623440583
FR,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",862926.8273880933,5644.98785467801,0.0036946969005099946,0.002521934769131457,-0.0011727621313785378,3188.2530745177114,2176.245169206332,-1012.0079053113799
FR,Mining of aluminium ores and concentrates,1635.89946181731,1000.8630527521321,0.02320976882716187,-0.05735577713427563,-0.0805655459614375,37.96884833325828,-93.82828494607509,-131.79713327933337
FR,Manufacture of coke oven products,6424777.071213091,30527.969342639437,0.028446259508526518,0.012758037201557982,-0.015688222306968536,182760.87585215853,81967.54488625335,-100793.33096590519
FR,"Lead, zinc and tin production",220509.76914658642,658.2006661551289,0.0,0.0,0.0,0.0,0.0,0.0
FR,Production of electricity by coal,3350506.346336568,5398.682350991766,0.00028486072432647,9.63020758830635e-06,-0.00027523051673816366,954.4276646778693,32.266071641158995,-922.1615930367103
FR,Production of electricity by gas,13329533.609015854,3156.1748417222116,0.0005021949041331927,6.9345529688644125e-09,-0.0005021879695802238,6694.023852919886,0.09243435686197886,-6693.931418563025
FR,Production of electricity by petroleum and other oil derivatives,3682026.3576542665,6707.272202477587,1.744751163949745e-05,3.356946528724236e-06,-1.4090565110773213e-05,64.24219773210922,12.360365599998632,-51.88183213211058
FR,Steam and hot water supply,2390459.651520422,1277.9022059571505,0.003598458112938002,5.016237676177177e-11,-0.003598458062775625,8601.968926664613,0.00011991113767338108,-8601.968806753473
FR,Sea and coastal water transport,21892670.7473895,1429.735953603848,0.12980821870408463,0.011707071874066914,-0.11810114683001771,2841848.592393652,256299.06995497108,-2585549.5224386808
GR,Cultivation of wheat,880557.4152211297,2629.385161272411,1.9350026814028518e-12,0.5396461368838921,0.5396461368819571,1.7038809595820503e-06,475189.4074285479,475189.40742684406
GR,Cultivation of oil seeds,156333.9368363747,1800.595933518003,0.07048245718368845,0.2899165159015234,0.21943405871783495,11018.800009427234,45323.79028477058,34304.99027534334
GR,"Cultivation of sugar cane, sugar beet",32456.120734773453,3265.9798628340723,0.0,0.45460087673144267,0.45460087673144267,0.0,14754.580941329566,14754.580941329566
GR,Cultivation of crops nec,537362.9954194956,2096.971701268419,0.03352246210024108,0.07336481585924773,0.039842353759006646,18013.730648022065,39423.53720852508,21409.806560503013
GR,Cattle farming,1530180.2235054597,3322.1319651750377,1.5501060591774985e-12,0.28319209315988086,0.28319209315833077,2.371941636089392e-06,433334.9404063655,433334.94040399353
GR,Raw milk,4944315.812446531,3482.4723454710474,0.0012505309914207677,0.07684022063028792,0.07558968963886716,6183.020154836138,379922.3178942127,373739.2977393766
GR,Mining of coal and lignite; extraction of peat (10),754174.6025878587,11942.07080469729,0.15353529762114407,-0.0076525651990077895,-0.16118786282015185,115792.42206663493,-5771.370317739377,-121563.7923843743
GR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",2505933.493045502,3937.505015785162,0.0362877321050276,0.0001250670446068446,-0.036162665060420755,90934.64326865121,313.40969595650773,-90621.2335726947
GR,Mining of iron ores,49219.59910058306,1822.0859809256995,0.09402390375602176,-0.0020208451991161696,-0.09604474895513794,4627.818848743197,-99.4651905448358,-4727.284039288033
GR,Mining of aluminium ores and concentrates,64289.646777624344,1420.2523037394403,0.049713723717264825,-0.0005279928965262309,-0.05024171661379106,3196.0777377833615,-33.94447681876614,-3230.022214602128
GR,Quarrying of sand and clay,1340514.754404346,6455.017540562058,0.10180424216517352,-0.0076655419288013905,-0.10946978409397491,136470.08868336814,-10275.772056063413,-146745.86073943155
GR,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",215023.04228431865,3957.3048619897713,0.04236766037510112,-0.0009890068919863402,-0.04335666726708746,9110.02322832302,-212.6592707550614,-9322.68249907808
GR,Production of electricity by petroleum and other oil derivatives,3875869.306233679,5591.163383184125,5.289598221050364e-07,1.702644858541443e-07,-3.586953362508921e-07,2.0501791387277377,0.6599228946637363,-1.3902562440640014
HR,Cultivation of wheat,188045.06682705547,1774.3548741025609,0.12263525525713011,0.10072101611478271,-0.0219142391423474,23060.954770180037,18940.090206193247,-4120.864563986792
HR,Cultivation of cereal grains nec,380868.7798548571,1616.5269730788993,0.10595598169464254,0.07413616736711634,-0.0318198143275262,40355.325466362076,28236.151608229073,-12119.173858133005
HR,Cattle farming,258398.07725135842,7994.797311645345,5.714716091709232e-05,1.10588285560069e-05,-4.608833236108542e-05,14.766716501350633,2.8575800355245997,-11.909136465826032
HR,Pigs farming,162422.63000498508,3889.489669270693,0.0002504516988513961,0.00011813834260800983,-0.00013231335624338625,40.67902361666025,19.188340310822944,-21.490683305837308
HR,Poultry farming,105445.13262743338,1506.7699475445213,0.000170646576115099,9.15706655744772e-05,-7.907591054062181e-05,17.993850850874022,9.655680976283097,-8.338169874590925
HR,Raw milk,1678402.4289071218,11798.798071263154,0.00015668040421580785,3.796687740470764e-05,-0.00011871352681110021,262.97277099796156,63.72369925408022,-199.2490717438813
HR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",626101.5532788852,642.5199019372064,0.12539407751139237,0.02279028972896884,-0.10260378778242353,78509.42670185569,14269.035798983214,-64240.390902872474
HR,Mining of iron ores,247.46295553649716,608.5614360203641,0.001595717165587682,1.6320010223522133e-09,-0.0015957155335866596,0.39488088599664983,4.038597964298637e-07,-0.3948804821368534
HR,Production of electricity by coal,1338141.5746499884,4474.357446941592,0.018105050170111752,0.0014713689923715916,-0.01663368117774016,24227.120343750383,1968.9000203432884,-22258.22032340709
HR,Production of electricity by gas,969515.640613648,3640.2620758755575,0.03245724618560919,0.005277644421232,-0.02717960176437719,31467.807828195775,5116.758811981788,-26351.04901621399
HR,Production of electricity by petroleum and other oil derivatives,5133.480580618329,1335.8137217439694,0.009886712753307412,0.0016549798549049587,-0.008231732898402453,50.753247925255174,8.495806946469147,-42.25744097878603
HR,Steam and hot water supply,455819.2782706469,1904.1775044084386,0.0041433852737254254,1.5444453522586707e-05,-0.004127940820202839,1888.63488506675,7.0398796579500225,-1881.5950054088
HR,Incineration of waste: Metals and Inert materials,2281.253837172023,3745.0277196566053,0.06115182895165284,2.5374566018105414e-06,-0.06114929149505103,139.50284444604523,0.005788582609537779,-139.49705586343572
HR,Incineration of waste: Oil/Hazardous waste,173.43271238804533,624.9291535799883,0.13372530556737341,5.039361717556381e-06,-0.13372026620565586,23.19234245946975,0.0008739901713802819,-23.19146846929837
HR,"Composting of food waste, incl. land application",780.187333991399,6049.427197272037,0.11332443097381861,3.0047838805475822e-06,-0.11332142618993807,88.41428567755587,0.0023442943249847486,-88.41194138323088
HU,Cultivation of crops nec,387571.8677230708,756.327623416632,0.019152971213122514,0.013989470546446186,-0.005163500666676328,7423.152825516102,5421.925228143035,-2001.2275973730657
HU,Cattle farming,1053065.2343317582,3681.70732971853,0.03496426417809532,0.004958379969075079,-0.03000588420902024,36819.651049943444,5221.497564039943,-31598.153485903502
HU,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",583.9605960402049,3380.6904993048556,0.07206081355030648,-0.009087226447360965,-0.08114803999766745,42.08067563197905,-5.306582172553223,-47.387257804532275
HU,Manufacture of coke oven products,137457.85015656598,1172.986652777818,0.010973824555937945,0.004682454373708102,-0.006291370182229843,1508.4383314545623,643.6401116661252,-864.798219788437
HU,Aluminium production,865361.0127244253,780.5567921110028,0.12225863955700177,0.008866070774821556,-0.11339256878218021,105797.86014135754,7672.351984586012,-98125.50815677152
HU,Production of electricity by gas,4005249.5990580707,4102.039126366909,0.04555827455790638,0.010880983546746185,-0.03467729101116019,182472.26090683203,43581.05498796262,-138891.20591886938
HU,Production of electricity by petroleum and other oil derivatives,11287.481807451397,1658.3047494559494,0.0002232794277749477,4.226046739476985e-05,-0.00018101896038017786,2.5202624789878803,0.47701425689285765,-2.0432482220950225
HU,Steam and hot water supply,2291127.7168014087,4958.292605898156,0.001589423539311167,6.30678939584604e-05,-0.0015263556453527067,3641.5723246524085,144.49659988852073,-3497.0757247638876
IE,Cultivation of crops nec,211981.40817456428,2880.2837871084735,0.0031759574024340653,-1.496509870839689e-06,-0.003177453912304905,673.2439224704045,-0.31723226976773256,-673.5611547401722
IE,Cattle farming,13034726.560647368,4648.154889614925,0.059056283361081104,0.0,-0.059056283361081104,769782.5052998011,0.0,-769782.5052998011
IE,Production of electricity by petroleum and other oil derivatives,248783.82645886927,6866.423685865035,1.874754146410219e-08,8.6275214682263e-09,-1.012001999587589e-08,0.004664085102135655,0.0021463878037213807,-0.0025176972984142744
IE,Sea and coastal water transport,2406477.0783933694,623.237887227715,0.036324380385836026,0.004535112633699622,-0.031789267752136405,87413.7887853561,10913.644600930325,-76500.14418442576
IE,Incineration of waste: Paper,152.27550691541478,7207.156363227064,5.140231295073925e-05,1.0791713612515717e-06,-5.032314158948768e-05,0.00782731326119861,0.0001643313660831813,-0.007662981895115428
IE,Incineration of waste: Plastic,397.9286581272292,8775.14566727362,0.0003452879646231758,7.447628888040913e-06,-0.0003378403357351349,0.13739997642998256,0.0029636249696477087,-0.13443635146033484
IE,Incineration of waste: Wood,1139.5330088505768,8776.981698153268,0.00010286460072103496,2.0663466820202553e-06,-0.00010079825403901471,0.11721760796385419,0.0023546702518909475,-0.11486293771196324
IE,Landfill of waste: Plastic,236573.623932699,8805.320065095819,0.001597847843692722,3.678761123319575e-05,-0.0015610602324595262,378.00865487543604,8.702978505264385,-369.3056763701716
IT,Cattle farming,5703075.731229166,1357.1884972499493,0.14690816334456624,0.0783401483292057,-0.06856801501536054,837828.3810898458,446779.7987171861,-391048.5823726597
IT,Manufacture of coke oven products,4999246.816451479,20803.342111343325,0.001957388544473155,0.0004452594293849058,-0.0015121291150882491,9785.468449516013,2225.9617848474923,-7559.506664668521
IT,Casting of metals,3824704.3441691417,679.0003510355275,0.11286799682902277,0.0033380606680117977,-0.10952993616101096,431686.71778963227,12767.09513804487,-418919.6226515874
